




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
dUTP metabolic process (GO:0046080)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to ammonium ion (GO:0060359)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of NAD metabolic process (GO:1902688)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
dibenzo-p-dioxin metabolic process (GO:0018894)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of cell adhesion molecule production (GO:0060355)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of cell adhesion molecule production (GO:0060354)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of receptor localization to synapse (GO:1902685)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of cell adhesion molecule production (GO:0060353)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
cell adhesion molecule production (GO:0060352)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of receptor localization to synapse (GO:1902683)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
cartilage development involved in endochondral bone morphogenesis (GO:0060351)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
protein localization to pericentric heterochromatin (GO:1902682)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
endochondral bone morphogenesis (GO:0060350)	62	0	.25	-	 < 0.01	1.00E00	1.00E00
dUMP catabolic process (GO:0046079)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
dUMP metabolic process (GO:0046078)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
dUDP metabolic process (GO:0046077)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
dTTP metabolic process (GO:0046075)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
vesicle uncoating (GO:0072319)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
dTMP catabolic process (GO:0046074)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
clathrin coat disassembly (GO:0072318)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of androgen secretion (GO:2000836)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
dTMP metabolic process (GO:0046073)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
dTDP metabolic process (GO:0046072)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of androgen secretion (GO:2000834)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of steroid hormone secretion (GO:2000833)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
dGTP metabolic process (GO:0046070)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of steroid hormone secretion (GO:2000832)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
metanephric glomerular epithelial cell development (GO:0072313)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of steroid hormone secretion (GO:2000831)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
metanephric glomerular epithelial cell differentiation (GO:0072312)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of parathyroid hormone secretion (GO:2000830)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
glomerular epithelial cell differentiation (GO:0072311)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
glomerular epithelial cell development (GO:0072310)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
bone morphogenesis (GO:0060349)	101	0	.41	-	 < 0.01	1.00E00	1.00E00
bone development (GO:0060348)	202	0	.82	-	 < 0.01	1.00E00	1.00E00
heart trabecula formation (GO:0060347)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
carbon tetrachloride metabolic process (GO:0018885)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
bone trabecula formation (GO:0060346)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
spleen trabecula formation (GO:0060345)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
trabecula formation (GO:0060343)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
positive regulation of type I interferon-mediated signaling pathway (GO:0060340)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
cGMP catabolic process (GO:0046069)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
cGMP metabolic process (GO:0046068)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
dGDP catabolic process (GO:0046067)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
dGDP metabolic process (GO:0046066)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of parathyroid hormone secretion (GO:2000828)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
dCTP metabolic process (GO:0046065)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mitochondrial RNA surveillance (GO:2000827)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of metanephric nephron tubule epithelial cell differentiation (GO:0072308)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of heart morphogenesis (GO:2000826)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
dCMP metabolic process (GO:0046063)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of metanephric nephron tubule epithelial cell differentiation (GO:0072307)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
dATP catabolic process (GO:0046061)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis (GO:0072305)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
dATP metabolic process (GO:0046060)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis (GO:0072304)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of behavioral fear response (GO:2000822)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of glomerular metanephric mesangial cell proliferation (GO:0072303)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of grooming behavior (GO:2000821)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of metanephric glomerular mesangial cell proliferation (GO:0072302)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of metanephric glomerular mesangial cell proliferation (GO:0072301)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
biphenyl metabolic process (GO:0018879)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of metanephric glomerulus development (GO:0072300)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of type I interferon-mediated signaling pathway (GO:0060339)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
regulation of type I interferon-mediated signaling pathway (GO:0060338)	44	0	.18	-	 < 0.01	1.00E00	1.00E00
positive regulation of axon guidance (GO:1902669)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
type I interferon-mediated signaling pathway (GO:0060337)	50	0	.20	-	 < 0.01	1.00E00	1.00E00
negative regulation of axon guidance (GO:1902668)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of maintenance of sister chromatid cohesion (GO:0034093)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of type II interferon-mediated signaling pathway (GO:0060336)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of axon guidance (GO:1902667)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
benzoate metabolic process (GO:0018874)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of maintenance of sister chromatid cohesion (GO:0034092)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of type II interferon-mediated signaling pathway (GO:0060335)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of maintenance of sister chromatid cohesion (GO:0034091)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of type II interferon-mediated signaling pathway (GO:0060334)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
arsonoacetate metabolic process (GO:0018872)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
type II interferon-mediated signaling pathway (GO:0060333)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
positive regulation of response to type II interferon (GO:0060332)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of response to type II interferon (GO:0060331)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of response to type II interferon (GO:0060330)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
positive regulation of glucose mediated signaling pathway (GO:1902661)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
dAMP catabolic process (GO:0046059)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
cAMP metabolic process (GO:0046058)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
dADP catabolic process (GO:0046057)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
dADP metabolic process (GO:0046056)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of myoblast proliferation (GO:2000818)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
dGMP catabolic process (GO:0046055)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
dGMP metabolic process (GO:0046054)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of mitotic sister chromatid separation (GO:2000816)	33	0	.13	-	 < 0.01	1.00E00	1.00E00
dAMP metabolic process (GO:0046053)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
UTP catabolic process (GO:0046052)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of barbed-end actin filament capping (GO:2000814)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
UTP metabolic process (GO:0046051)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
negative regulation of barbed-end actin filament capping (GO:2000813)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
UMP catabolic process (GO:0046050)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of barbed-end actin filament capping (GO:2000812)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of anoikis (GO:2000811)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
establishment of meiotic sister chromatid cohesion (GO:0034089)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of bicellular tight junction assembly (GO:2000810)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
maintenance of mitotic sister chromatid cohesion (GO:0034088)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
establishment of mitotic sister chromatid cohesion (GO:0034087)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
maintenance of sister chromatid cohesion (GO:0034086)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
establishment of sister chromatid cohesion (GO:0034085)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of glucose mediated signaling pathway (GO:1902659)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cytoplasmic actin-based contraction involved in cell motility (GO:0060327)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
cell chemotaxis (GO:0060326)	220	0	.90	-	 < 0.01	1.00E00	1.00E00
face morphogenesis (GO:0060325)	33	0	.13	-	 < 0.01	1.00E00	1.00E00
calcium ion import into cytosol (GO:1902656)	29	0	.12	-	 < 0.01	1.00E00	1.00E00
face development (GO:0060324)	54	0	.22	-	 < 0.01	1.00E00	1.00E00
CENP-A containing chromatin assembly (GO:0034080)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
head morphogenesis (GO:0060323)	40	0	.16	-	 < 0.01	1.00E00	1.00E00
secondary alcohol biosynthetic process (GO:1902653)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
receptor-mediated endocytosis (GO:0006898)	170	0	.69	-	 < 0.01	1.00E00	1.00E00
Golgi to vacuole transport (GO:0006896)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
Golgi to endosome transport (GO:0006895)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
UMP metabolic process (GO:0046049)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
UDP metabolic process (GO:0046048)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of synaptic vesicle clustering (GO:2000809)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of synaptic vesicle clustering (GO:2000808)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of synaptic vesicle clustering (GO:2000807)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
TMP catabolic process (GO:0046045)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of termination of RNA polymerase II transcription, poly(A)-coupled (GO:2000806)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
TMP metabolic process (GO:0046044)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled (GO:2000805)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of termination of RNA polymerase II transcription, poly(A)-coupled (GO:2000804)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
ITP biosynthetic process (GO:0046042)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
ITP metabolic process (GO:0046041)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation (GO:2000802)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
IMP metabolic process (GO:0046040)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of endocardial cushion to mesenchymal transition involved in heart valve formation (GO:2000800)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
primitive erythrocyte differentiation (GO:0060319)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
definitive erythrocyte differentiation (GO:0060318)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cardiac epithelial to mesenchymal transition (GO:0060317)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
positive regulation of ryanodine-sensitive calcium-release channel activity (GO:0060316)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
tertiary alcohol biosynthetic process (GO:1902645)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of blood vessel remodeling (GO:0060313)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
tertiary alcohol metabolic process (GO:1902644)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of blood vessel remodeling (GO:0060312)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
negative regulation of elastin catabolic process (GO:0060311)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of elastin catabolic process (GO:0060310)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of pH (GO:0006885)	107	0	.44	-	 < 0.01	1.00E00	1.00E00
intracellular sodium ion homeostasis (GO:0006883)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
intracellular zinc ion homeostasis (GO:0006882)	37	0	.15	-	 < 0.01	1.00E00	1.00E00
GTP metabolic process (GO:0046039)	26	0	.11	-	 < 0.01	1.00E00	1.00E00
GMP catabolic process (GO:0046038)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
CTP metabolic process (GO:0046036)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
CMP metabolic process (GO:0046035)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
AMP metabolic process (GO:0046033)	26	0	.11	-	 < 0.01	1.00E00	1.00E00
ADP catabolic process (GO:0046032)	54	0	.22	-	 < 0.01	1.00E00	1.00E00
ADP metabolic process (GO:0046031)	61	0	.25	-	 < 0.01	1.00E00	1.00E00
protein localization to Golgi apparatus (GO:0034067)	33	0	.13	-	 < 0.01	1.00E00	1.00E00
mRNA methylguanosine-cap decapping (GO:0110156)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
elastin catabolic process (GO:0060309)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
NAD-cap decapping (GO:0110155)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
RNA decapping (GO:0110154)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
stress granule assembly (GO:0034063)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of membrane repolarization (GO:0060306)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
regulation of cell diameter (GO:0060305)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of phosphatidylinositol dephosphorylation (GO:0060304)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process (GO:1902635)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of cytokine activity (GO:0060302)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate metabolic process (GO:1902633)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of membrane hyperpolarization (GO:1902632)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of cytokine activity (GO:0060300)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of membrane hyperpolarization (GO:1902631)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
intracellular copper ion homeostasis (GO:0006878)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of membrane hyperpolarization (GO:1902630)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
intracellular calcium ion homeostasis (GO:0006874)	202	0	.82	-	 < 0.01	1.00E00	1.00E00
response to anoxia (GO:0034059)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
DNA biosynthetic process (GO:0071897)	99	0	.40	-	 < 0.01	1.00E00	1.00E00
regulation of mRNA stability involved in cellular response to UV (GO:1902629)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
odontoblast differentiation (GO:0071895)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
assembly of large subunit precursor of preribosome (GO:1902626)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
symbiont-induced defense-related programmed cell death (GO:0034050)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of neutrophil migration (GO:1902624)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
negative regulation of neutrophil migration (GO:1902623)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of neutrophil migration (GO:1902622)	45	0	.18	-	 < 0.01	1.00E00	1.00E00
pyrimidine nucleotide transport (GO:0006864)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
purine nucleobase transport (GO:0006863)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
nucleotide transport (GO:0006862)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
positive regulation of transcription by glucose (GO:0046016)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of transcription by glucose (GO:0046015)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of T cell homeostatic proliferation (GO:0046013)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of circadian sleep/wake cycle, non-REM sleep (GO:0046010)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
macrophage apoptotic process (GO:0071888)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
Norrin signaling pathway (GO:0110135)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
leukocyte apoptotic process (GO:0071887)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
cellular response to fluoride (GO:1902618)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to fluoride (GO:1902617)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
O-acyl-L-carnitine transmembrane transport (GO:1902616)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
immune response involved in response to exogenous dsRNA (GO:1902615)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
phospholipase C-activating adrenergic receptor signaling pathway (GO:0071882)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
adenylate cyclase-inhibiting adrenergic receptor signaling pathway (GO:0071881)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of anti-Mullerian hormone signaling pathway (GO:1902613)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of anti-Mullerian hormone signaling pathway (GO:1902612)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
extracellular transport (GO:0006858)	54	0	.22	-	 < 0.01	1.00E00	1.00E00
oligopeptide transport (GO:0006857)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
xenobiotic transmembrane transport (GO:0006855)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
carnitine shuttle (GO:0006853)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
mitochondrial calcium ion transmembrane transport (GO:0006851)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
pyruvate import into mitochondria (GO:0006850)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of activated T cell proliferation (GO:0046007)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of activated T cell proliferation (GO:0046006)	42	0	.17	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	33	0	.13	-	 < 0.01	1.00E00	1.00E00
positive regulation of circadian sleep/wake cycle, REM sleep (GO:0046005)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class II (GO:0002491)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071879)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
purine ribonucleoside bisphosphate biosynthetic process (GO:0034036)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071878)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
purine ribonucleoside bisphosphate metabolic process (GO:0034035)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway (GO:0071877)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
purine nucleoside bisphosphate biosynthetic process (GO:0034033)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
adrenergic receptor signaling pathway (GO:0071875)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
purine nucleoside bisphosphate metabolic process (GO:0034032)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
cellular response to norepinephrine stimulus (GO:0071874)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
response to norepinephrine (GO:0071873)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
heterotrimeric G-protein complex assembly (GO:1902605)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
ribonucleoside bisphosphate biosynthetic process (GO:0034030)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cellular response to epinephrine stimulus (GO:0071872)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
response to epinephrine (GO:0071871)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
carnitine transmembrane transport (GO:1902603)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
cellular response to catecholamine stimulus (GO:0071870)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
silver ion transmembrane transport (GO:1902601)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
pyruvate transport (GO:0006848)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
proton transmembrane transport (GO:1902600)	185	0	.76	-	 < 0.01	1.00E00	1.00E00
acetate transport (GO:0006846)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mitochondrial citrate transmembrane transport (GO:0006843)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
tricarboxylic acid transport (GO:0006842)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent (GO:0002489)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway (GO:0002488)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent (GO:0002485)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
specification of animal organ identity (GO:0010092)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent (GO:0002481)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
response to catecholamine (GO:0071869)	54	0	.22	-	 < 0.01	1.00E00	1.00E00
cellular response to monoamine stimulus (GO:0071868)	54	0	.22	-	 < 0.01	1.00E00	1.00E00
response to monoamine (GO:0071867)	56	0	.23	-	 < 0.01	1.00E00	1.00E00
negative regulation of apoptotic process in bone marrow cell (GO:0071866)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of apoptotic process in bone marrow cell (GO:0071865)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of cell proliferation in bone marrow (GO:0071864)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of animal organ morphogenesis (GO:0110111)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
response to silicon dioxide (GO:0034021)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of cell proliferation in bone marrow (GO:0071863)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of animal organ morphogenesis (GO:0110110)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
serotonin transport (GO:0006837)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
dicarboxylic acid transport (GO:0006835)	84	0	.34	-	 < 0.01	1.00E00	1.00E00
water transport (GO:0006833)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	43	0	.18	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous peptide antigen via MHC class Ib (GO:0002477)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class Ib (GO:0002476)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
polarity specification of proximal/distal axis (GO:0010085)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation via MHC class Ib (GO:0002475)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	37	0	.15	-	 < 0.01	1.00E00	1.00E00
plasmacytoid dendritic cell antigen processing and presentation (GO:0002470)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mRNA alternative polyadenylation (GO:0110104)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
response to triglyceride (GO:0034014)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
